0,1,2,3,4,5,6,7
QSOX1,RP5-887A10.1,SAMD12,ZFYVE28,NARG2,DEXI,LINC00494,SH2D1A
NDUFB10,PDIK1L,EMILIN2,NDUFA2,ACVR2A,CD274,RP11-314N13.3,NOP58
WDR45,RP5-1073O3.7,EML6,MT-ND5,RP11-178G16.4,TEX2,RP11-390B4.5,ANAPC13
PRR5L,POLR3E,TNRC18,AP001189.4,AP003419.16,PARS2,BGLAP,DGKZ
AL928768.3,SRPR,CCDC22,C15orf61,PPIF,NT5M,COLGALT2,EMG1
VAMP8,SUCLG2,FRAT1,NMNAT3,KIAA0125,CTB-152G17.6,PCSK7,CDV3
MARCH2,SMCHD1,DRAM2,SMIM12,TTC28,RP11-219B17.1,ANKS1B,SMIM14
ARPC4,TRIT1,TPM2,ITGA2B,FGL2,RP11-1000B6.3,PLA2G4C,PSMD14
CEACAM4,PSMC4,WDFY3,GNG11,TCL1B,TGFB1I1,CAMK2N1,RGS1
MBOAT7,ADAL,FAXDC2,PAFAH1B1,MCF2L,CXCR1,RP11-527L4.5,FAM96A
YWHAE,ZRANB3,BEX4,PURA,DOK3,PTGDS,TNFRSF25,HPRT1
COLGALT1,RDH14,THBS1,GP9,GNG3,ZNF503,RORA,EMB
SPPL2A,RP11-164H13.1,RPH3A,SLC35A1,CEP128,BIRC5,YES1,RBM4
FAM127A,MZT1,CRIP2,PTAFR,PTGDR2,ZNF653,RP11-432I5.1,SMCO4
LRRK2,USP5,PRKCD,LRRC8C,S100P,CTD-2015H6.3,TNFRSF4,FGFBP2
MARC1,MAEA,C19orf33,DYNLL1,C2orf88,AP4B1-AS1,CTC-428G20.6,FPR1
SH3GLB1,VPS13A,RP11-960L18.1,FANCI,NUDCD1,IGJ,ARHGAP19,GID8
C9orf142,TNK1,LY6G6F,ABCC3,EGFL7,AP001462.6,DNM3,CSRNP1
SIGLEC14,RP11-706O15.1,SRA1,IDUA,ESAM,DRAXIN,HOMER2,UBE2D1
HBA1,SPTSSB,C5orf15,ALKBH7,RP11-398C13.6,RFPL2,TNS1,SRA1
TPD52L2,INVS,REPS2,TPM1,GDF11,FSTL1,ANAPC16,PHF14
RER1,TREML2,SCGB1C1,CRLS1,NEFH,HP,CD274,ADSL
RAB7A,RBM48,SCAI,PITPNM1,PEX26,CLEC4C,TEX2,PRNP
GAS2L1,TBC1D15,OAS3,RABIF,ATP5H,AEBP1,PARS2,NCKAP1L
SERPINF1,KIF3A,RP11-102N12.3,PDZD4,PUS7,FAM43A,CTTN,CCDC91
SNX17,CLYBL,RBM7,C1QB,LINC01013,ATAD3C,NT5M,IGSF6
PSMB6,C15orf57,CSNK2B,NRGN,ALOX12,BZRAP1-AS1,CTB-152G17.6,PRPF31
AIM2,ZNF75A,ST3GAL2,CASP4,SNHG8,ZCCHC10,RP11-219B17.1,DERL1
C5orf56,PDZD4,COLGALT1,YWHAG,LILRA4,UBE2C,PRICKLE1,C21orf33
EIF5,BEX4,MFSD1,LYPD2,OSBPL1A,ATG4C,HGD,FAM173A
NDUFA2,CKS1B,MRVI1-AS1,UBE2D3,HINT1,SAMD12,TGFB1I1,ECHDC1
MACROD2,IGFBP4,TRABD2A,SRSF3,LZTS2,EML6,RP11-701P16.5,GBP1
PCDH9,RPL39L,HBEGF,RAB34,CXCL10,NOP58,ATP8B3,NUDT16L1
HBEGF,ZCCHC11,VIPR1,PTCRA,CCL2,UBA5,CXCR1,NR3C1
CPNE5,PWP1,ACVR2A,VPS28,RP11-145M9.4,TPM2,ZNF653,SNX5
TMEM208,LYPD2,RP11-178G16.4,BOLA3,RP1-111C20.4,FAXDC2,CTD-2015H6.3,CCL4
POLR2E,PCDH9,PRDX3,MRPL41,PASK,RP11-385F7.1,GIMAP5,SH3BP1
CTNNBIP1,LTV1,CDK16,LITAF,PRRG4,MRPL1,AP4B1-AS1,IL27RA
KCNG1,RNF113A,CORO1C,PRKACA,RP3-325F22.5,THBS1,AP001462.6,FKBP3
NCOR2,RNF139,SMIM14,BABAM1,PRELID2,RPH3A,FAM63B,ALDH2
MT-ATP6,SNRPB,TCL1B,SPHK1,RP4-800J21.3,RP11-960L18.1,PNRC1,RGS14
PLCB2,KIR3DL2,MCF2L,F5,ARG2,ABHD17B,DRAXIN,ARID4A
TCEA2,DNAJA3,7SK-2,UBE2D1,LAMP3,MTERFD2,GIMAP4,RPL7L1
CTD-2267D19.2,ZNF799,GNG3,IFIT1,NAT9,RFC1,RFPL2,TMEM141
KIR3DL2,TRPV2,ALKBH7,NDUFB10,ANKRD22,RP11-950C14.3,FSTL1,AATF
KLF11,BCDIN3D,CTB-113I20.2,TAF12,ACPP,HENMT1,HP,PPP6C
IDH3G,MOB2,FCER1A,ZSWIM6,LYSMD4,PROK2,XXbac-BPG299F13.17,IRF8
ACTR2,C1GALT1C1,IGJ,NCR1,RP5-894A10.2,TUBG2,CTD-2368P22.1,POLR3K
TPM4,ADPRM,PTGDR2,C6orf25,SLC39A14,AKTIP,CXCL3,HAGH
MIS18BP1,MARCH6,S100P,RASD1,GFI1B,SRM,EML6,GIT2
CTC-378H22.1,BBX,RELB,FERMT3,SEPT5,RP11-798G7.6,WDFY3,IFI44
SMAP2,SLC4A7,SNCA,FRY-AS1,EIF3D,RP11-178G16.4,RIC3,TLE4
GBGT1,AL928768.3,ZNF106,LTB4R,SLC22A18AS,AP003419.16,FAXDC2,CCDC124
ADD1,PLD6,MYADM,CPNE2,AC092295.7,RP11-18H21.1,PLCL1,TMEM205
H3F3B,NARG2,DISP1,GUSB,CLEC1B,GPR56,RP11-385F7.1,TXNDC17
GNG11,DDB2,EGFL7,C9orf142,SLC16A5,TTC28,THBS1,C12orf10
RNF181,ACD,SMDT1,VDAC3,DENND5B,TCL1B,RPH3A,ARL2
HIST1H2AC,CCDC174,FYB,C14orf80,AC147651.3,GIMAP7,WBP2NL,BEX4
GNPTAB,GPATCH4,ZYX,ICAM2,KCNE1,ANKHD1,C1orf198,MRPS23
FCRL2,TAF1D,LINC01013,PLAGL2,ST3GAL2,INSL3,RP1-315G1.3,PARP1
FOSL2,TMEM177,IDH1,TRAF3IP3,RP11-162G10.5,7SK-2,MICU1,GZMK
CCL4L1,RP11-430B1.2,ARPC1B,UBAC2,URB2,GNG3,TRABD2A,IFT20
SAMD9L,ATAD1,OSBPL1A,KRT1,FCAR,CTB-113I20.2,REPS2,KLRG1
HDAC9,SNHG12,SIGLEC14,LSM14B,SLC12A4,CEP128,RP11-950C14.3,MESDC2
DOK2,DMTN,CXCL10,RP11-66N24.3,CDC42BPB,SH3BGRL2,CD82,SMIM12
GALK1,RPL8,RASGRP2,SERPINF1,FCGR3B,MS4A6A,PROK2,ABT1
RP11-102N12.3,PACS1,CCL2,CD160,ZNF256,C16orf80,TUBG2,SAMD3
LYAR,AP3M2,SMAP2,OAS3,IFITM3,ANAPC16,MOCS2,IDI1
PPBP,RP4-612B15.3,RP11-145M9.4,SURF1,PRRG2,NAA25,GZMM,MLX
CA2,NUDT16L1,PRRG4,RER1,AKAP8,KIAA0125,MRVI1-AS1,NEMF
PTGS1,ELP6,SNHG7,PCNX,SCPEP1,BEX4,RP11-798G7.6,NUDT5
C1QA,PAXIP1-AS1,PRKACA,TUBB1,CMTM5,GOT2,CD160,SMCHD1
NUMB,SLFN5,AF213884.2,MICU1,CTNNAL1,XPOT,ACVR2A,UBE2E1
SNAPIN,IRF9,ANKRD22,EMILIN2,ZCCHC9,BOLA3,RP11-178G16.4,RORA
PLAGL2,CEP68,TMTC2,KIR2DL3,PARVB,GDF11,AP003419.16,COQ7
SDHB,CGRRF1,DENND6A,HOPX,SMS,PUS7,ZNF841,GPR183
NCKAP1L,PGM2L1,MYO9B,C20orf27,S100A12,HLA-DQB1,TTC28,CD96
SNX5,EXOSC8,TNFRSF4,IFI44,SARDH,NNT-AS1,TCL1B,PEX16
CD93,GGNBP2,LYSMD4,PRR5,TMEM40,UIMC1,MCF2L,HVCN1
EPN1,UBIAD1,RP5-894A10.2,DIAPH1,INTS2,ACAT2,INSL3,APOBEC3A
MFSD1,WHAMM,MZB1,FLJ00104,NRGN,PTPRN2,7SK-2,PPIE
PF4,ABRACL,SNX29P2,PSMG2,S100A6,SPIRE2,GNG3,COMMD8
CD9,PRNP,GFI1B,ZNF467,LINC00342,RNF113A,SH3BGRL2,TREX1
RAMP1,XRRA1,SEPT5,SDHAF2,DESI1,LILRA4,S100P,TTC3
IDH2,TNFRSF17,SLC22A18AS,CCND2,HIST1H2BJ,TRAF3IP3,CD79B,BABAM1
UBE2D1,HNRNPH3,SDHB,FLOT1,PMEPA1,PRKD2,CD2,IRF9
DRAM2,PHF14,RP11-5C23.1,TSPAN15,GP1BA,LZTS2,PRAF2,TTC1
RP11-428G5.5,USP20,TRAPPC12-AS1,TRABD2A,AP001189.4,SAAL1,EGFL7,MED30
TNFRSF13C,PCSK7,SLC16A5,NDUFA12,NMNAT3,TNFRSF9,ESAM,GMPR2
ATP5D,HBA1,CRTAP,MARC1,PAICS,CCL2,RP11-398C13.6,RNF113A
DOK3,PPP1R14A,DENND5B,PHPT1,USP30,RP3-325F22.5,KIFC3,CDC42EP3
RAB34,CLEC2B,TNFRSF1B,MYADM,ITGA2B,RP4-800J21.3,GDF11,CCDC69
BACE2,ARL2BP,MLTK,NDUFB8-1,NAPRT1,RGS1,DCAF8,NAPRT1
PLEKHF1,TSPAN15,AC147651.3,CD96,TRIM16L,FMO4,PUS7,FGL2
NKIRAS2,MLLT6,TBXA2R,ENHO,GP9,RAB38,SERAC1,NT5C
GYG1,RGS1,NT5C3A,ATP5C1,GPR171,PALLD,LINC01013,ATXN10
KLRC1,YTHDF2,KCNE1,DUSP10,ABCC3,ZNF404,ALOX12,ITPA
CSNK2B,OARD1,FCAR,CLU,IDUA,ZNF276,SPIRE2,YTHDF2
ZYX,AHSA1,LRRK2,NAP1L4,RGS18,LAMP3,CXCL10,C5orf56
CXCL2,CHD7,FCGR3B,CD48,MINA,BLNK,CCL2,SLC25A11
GUCD1,FHL1,ZNF256,ORAI1,G0S2,MDS2,RP1-111C20.4,LYRM4
CHN2,TCP1,PRRG2,DTX3,CMTM7,ARPC5L,PRRG4,TMEM208
VAMP5,RASGRP2,CAT,NPHP3,C1QB,CISH,RP3-325F22.5,GLRX3
CORO1C,GRAP,TRPM4,SF3B5,PDIA5,LRRC8C,PRELID2,MID1IP1
PARVB,DEF6,PLAGL2,CCL4L1,LYPD2,FZD3,RP4-800J21.3,STOML2
CYP27A1,PDCD1,PASK,KLRC1,PTCRA,TSSC1,FMO4,ITM2A
GMPR,DNAJB14,SYCE1,RP11-87C12.2,CD48,AC092295.7,ARG2,C20orf27
CASP4,LBR,MED28,PLEKHF1,SPATA6,RP11-5C23.1,RAB38,SDHAF2
SGK1,ICAM2,MAT2A,MVB12A,SPHK1,EARS2,PALLD,XXbac-BPG299F13.17
SMARCD3,LSM14A,TMEM141,CTNNBIP1,AL928768.3,DENND5B,AF213884.2,PARL
TNFSF10,PAWR,SIK1,IDH2,SMCO4,RP11-727F15.9,ZNF404,RNF139
LAMTOR5,NOP58,LIMD2,ARL6IP5,PPT1,IQCE,LAMP3,JAGN1
CRTAP,PRAF2,JUND,RASGRP4,ZSWIM6,FCER1A,ANKRD22,CCL3
MYO9B,TMEM87A,PMEPA1,IL23A,ZNF718,FCAR,TMTC2,MMADHC
ARAP1,RP11-421L21.3,SIN3A,DENND2D,TALDO1,CDC42BPB,RP5-894A10.2,LRCH4
PLA2G7,GALT,AP001189.4,RP11-70P17.1,C6orf25,ZNF256,SLC39A14,SRM
RP5-887A10.1,CCDC66,JAZF1,DEF6,FRY-AS1,RABEP2,GFI1B,SUCLG2
PRKACA,ATPAF1,CD93,ATP6V1F,C9orf3,ZNF175,SLC22A18AS,MAL
IGJ,FCGR3A,NMNAT3,COL6A2,TSPAN33,C16orf52,AC092295.7,THYN1
KLRG1,SSBP1,ZRANB3,C9orf69,SPRY1,URGCP,RP11-5C23.1,NKTR
PSMA7,COL6A2,UBE2D4,SLC40A1,SGK1,TRPM4,UBIAD1,CDC123
MT-CO2,CHD2,ITGA2B,NOG,IL4I1,SARDH,EARS2,RCN2
SMPDL3A,KIAA1430,HIST1H2AC,MPST,DMTN,LPIN1,IL24,PRDX3
CTBP2,FBXO4,GP9,ARPC4,LONRF1,TOP2B,IQCE,CHD2
SMS,ADAM28,SGK1,TMEM62,CES4A,AC074138.3,IQCH-AS1,NAA20
GNS,ARRDC3,TREML2,CAPZB,CTNND1,MLLT6,IL32,PMF1
PPIF,CHI3L2,LTB,RGS18,EBF1,CD1C,TBXA2R,MRPS12
PHPT1,PRKD2,ABCC3,TKTL1,RP11-66N24.3,USP30,KCNE1,ARL2BP
GRB2,FN3KRP,DOK3,PTGDS,SERPINF1,FLOT1,RP11-162G10.5,ELOF1
IER3,COPS4,P2RX5,GPR35,PLD4,SNX29P2,URB2,TNFRSF1B
EMILIN2,FCRL2,CXCL2,UQCRC1,ZNF232,TNK1,FCAR,ECHS1
MZB1,CCDC91,GRB2,SENCR,ELOVL4,USP5,FCGR3B,SARS
CAP1,SNHG7,C1QB,SIVA1,MACROD2,SPTSSB,CD247,CAT
IL17RA,PITPNA-AS1,LYPD2,TMEM50A,MRM1,INVS,ZNF256,ITGB7
SNCA,CCL4,PTCRA,NDUFC2,ANKAR,IDUA,PRRG2,ETHE1
TXNDC17,PLEKHA1,LRRC59,TMEM189,KCNG1,ZNF263,GBP4,SNW1
DYNLL1,SF3B1,EID2,SSBP3,ASGR1,BUB3,ZNF175,RNF187
NAPRT1,DPY30,ATP6V1F,PSMA7,RP11-164H13.1,RRS1,C16orf52,DNAJC15
IFIT2,PDIA3,RP11-468E2.4,SH3BP1,TNFRSF17,ZNF121,SARDH,CDA
PTAFR,TTC3,CD19,FCER1A,IGLL5,PDZD4,RBM26-AS1,ZAP70
CD1C,PLRG1,SPHK1,C1QA,IFI27,LGALS2,ZNF615,SF3B1
PTGDR,MRPL1,SNX9,TMEM219,RPPH1,PDIA5,INTS2,BBX
PPP1R14A,XPOT,AL928768.3,CYP27A1,CEACAM4,IGFBP4,CDC42EP3,PCSK7
SRA1,ACADM,AC005082.12,IFI27,RPS3A,CD96,LINC00342,POLR2I
NT5C,RBM39,SERPINE2,KCNK6,FAM212A,ZNF45,AC074138.3,HOPX
ADAM28,URGCP,SPG20,PPT1,IL23A,IER3,HIST1H2BJ,NDUFA10
ADAP2,TASP1,FLJ27365,SLFN5,MARC1,SLC4A7,NMNAT3,EIF5B
ZNF467,FKBP3,MYOM2,SDPR,IL6,AL590452.1,USP30,PDHB
CLEC10A,NDUFAF4,CNPY3,H3F3B,TYMP,CD82,TNK1,FAM107B
TNFRSF1A,HENMT1,IL17RA,ABRACL,KIAA0040,AL928768.3,SPTSSB,TMEM165
AKR1C3,CCT4,SMARCD3,S100B,ENHO,TCEAL8,INVS,NME3
IFI35,NPRL2,STX11,PPIB,DPY19L4,ZNF718,IL1RAP,TAF1D
TREX1,DEXI,RELT,MBOAT7,FYB,SAMD1,IDUA,GNLY
UQCRC1,BZRAP1-AS1,CTNND1,GPX1,CDKN2A,NCR1,ARRDC4,JUND
MPST,NUDCD1,SERPINF1,TNFSF10,P2RY10,SPIB,ZNF121,MGMT
MPP1,ZNF92,DENND5A,PLA2G7,PDCD1,RDH14,PDZD4,MS4A1
RGS18,TMED4,MBOAT7,FKBP5,MYADM,C9orf142,C1QB,C17orf62
P2RX5,JAKMIP1,VAMP8,VPS26B,CORO1C,SPRY1,IGFBP4,MS4A6A
LAIR1,RPL22L1,PLD4,NPC2,PAWR,TMEM177,ZNF45,DPY30
FCGR1B,RMDN3,MACROD2,RILPL2,ALDH1A1,RP11-430B1.2,LYPD2,CD79A
PRKCB,LPIN1,SLC40A1,CARS,TTN-AS1,LONRF1,EID2,LYPLA1
TNNI2,NUP54,RP11-164H13.1,SAT1,OAZ1,RCN2,AL590452.1,ARL4A
DYNLT1,FUS,RARA,GSN,RP11-102N12.3,EBF1,ZNF799,HDAC1
RELT,F2R,TNFRSF17,PASK,NECAB3,C16orf74,SPHK1,MRPL41
JUND,NKTR,COQ7,PTGDR,ABCC10,SERPINF1,ARAP1,PQBP1
CD160,TNFRSF13C,ARL4A,CDC42EP3,ACRBP,IL23A,G0S2,DEF6
ARHGAP24,ZNF32,H2AFY,RAMP1,C8orf44,HLA-DOB,F5,DNAJC7
C20orf27,CDC123,FAM212A,CD93,FCRLA,ZNF232,AC005082.12,TNFSF13B
PRKCD,PARP1,GTPBP2,ICOS,GBGT1,ELOVL4,SERPINE2,THOC7
NRGN,TIMM22,BLM,APOBEC3B,NOG,RP11-488C13.5,FLJ27365,CCDC115
GSTO1,CD47,MDS2,KIR3DL2,WDR91,MACROD2,FCGR3A,SMAP2
DDAH2,ARL6IP5,YPEL2,C1orf162,PCDH9,TCEAL4,ZNF718,TGOLN2
CTD-2006K23.1,SPIB,MARC1,GBP1,PLD6,KIR2DL3,SAMD1,SH3KBP1
BLNK,PITHD1,IL6,CXCL2,CD37,AP3M2,NCR1,MRPL21
GPR56,SNHG8,MARCKSL1,IL17RA,RPS27A,KCNG1,C6orf25,DENND2D
IGLL5,CD19,ENHO,IER3,RP11-428G5.5,RP11-164H13.1,FRY-AS1,TRAPPC3
FCRL6,COMMD8,OAZ1,ATP6V0E2,MTRF1,EMB,C9orf3,DDX46
OAS1,ODC1,ARAP1,RP11-18H21.1,GPR35,HBA1,SPRY1,IFI30
SAT2,LRBA,IFIT1,RNF125,PTGS1,BLM,TMEM177,SMIM7
SNX29P2,BLNK,CD82,RNF181,BACE2,FCRL6,RP11-430B1.2,DRAM2
CD19,IL16,PAICS,IL1B,CORO1B,TSPAN15,DMTN,PHPT1
SWAP70,KLRC1,CPNE5,TNFRSF1B,SPARC,ZBP1,EBF1,ILF3-AS1
PRSS23,HDAC1,SERPINB1,PRSS23,F13A1,SH2D1A,ZNF682,LSM6
GSN,PILRB,PPT1,TMEM91,MBOAT7,ZNF92,OBSCN,YPEL3
GZMK,CD160,ALDH1A1,FCRL6,ICOSLG,DTX3,FPR1,SRP72
XCL1,C14orf1,GSTO1,ATP5H,C5AR1,PDCD1,ELOVL4,AQP3
SKAP2,MZB1,DHX34,SNCA,JAKMIP1,RP11-706O15.1,MACROD2,RNASEH2B
KIAA0125,MAGEH1,ACRBP,HAVCR2,PF4,S100A12,KIR2DL3,EAPP
RXRA,IL23A,GBGT1,XCL1,HBEGF,FCRLA,MAL,CWC15
CTSW,IGJ,NOG,VAMP5,TNFRSF13C,KIAA0040,RPL13,NONO
UBE2L6,HSP90AA1,CORO1B,CISH,P2RX5,ALDH1A1,MRM1,RBM25
PKIG,CCND2,TNNI2,DGKZ,CD163,RP11-70P17.1,ANKAR,SAT2
SPIB,KRT1,TMEM219,RNF7,GPR183,ICOS,KCNG1,PPIG
PSMB8,CCT7,PPP1R14A,FCGR1B,MAFB,KLC4,SLC48A1,RAB2A
RETN,RBM4,ADAM28,CTBP2,BTK,MZB1,APOBEC3A,MED28
HOPX,PCNA,RP11-428G5.5,ALDH2,RP5-887A10.1,PDIK1L,FLJ00104,NCF2
APOBEC3B,TMBIM6,CD72,ARPC1B,CD74,COL6A2,RP11-164H13.1,DDX17
TMEM205,RP5-1028K7.2,F13A1,H2AFY,SIGLEC14,C8orf44,VPS26B,SURF1
BLOC1S1,REXO2,C1QA,CLEC10A,PRDX1,ATP6V0E2,HBA1,LUC7L3
SERPINB1,TERF2IP,SWAP70,CYB561,GAS2L1,ZNF528,SIRT1,IL16
CD72,CD82,RASGRP4,SMARCD3,RILPL2,NOG,GTPBP2,MRPL43
FCRLA,CAPN12,TNFRSF13C,CLIC3,SMPDL3A,WDR91,TGFBRAP1,TMCO1
H2AFY,BTN3A2,CD163,MPP1,PLA2G7,NKG7,PTPRCAP,GGNBP2
HAVCR2,TARSL2,GSN,GPR56,CLU,PITPNA-AS1,TRIM23,KIF5B
HLA-DOB,ANAPC16,PAX5,SERPINB1,MLTK,PKIG,DPY19L4,ABI3
TNFRSF1B,TTC14,BLVRA,TNFRSF4,RXRA,PAXIP1-AS1,SLC2A13,FCGR3A
APOBEC3G,NAP1L4,RP5-887A10.1,PRMT2,BLVRA,PLD6,ZNF212,HLA-DMB
CLIC3,EIF1AY,ADAP2,SELPLG,SNHG7,FOLR3,PDCD1,HNRNPH3
MAP3K8,MDS2,C20orf27,FCGRT,ATG16L1,ZNF747,CCL4L1,IFI35
PHACTR1,RP11-589C21.6,GAS2L1,RORA,FCRL2,TRABD2A,RP11-706O15.1,ARGLU1
G0S2,PRR5,OAS1,PYCARD,CR1,BACE2,PAWR,BLVRA
SMIM14,S100B,SMPDL3A,GRN,CD93,RP11-589C21.6,NEK8,ZC3H15
ATP6V1F,RP11-18H21.1,HLA-DPB1,BBC3,TUBB1,MPP6,ALDH1A1,UQCRC1
XCL2,SRP9,C16orf74,VAMP8,KRT1,JAKMIP1,RP11-70P17.1,PSMG2
PLD4,BUB3,RPL8,RXRA,CA2,CYP27A1,RP11-102N12.3,C1orf86
IL8,HLA-DOB,EIF2AK4,CTD-2006K23.1,CXCL2,F2R,NECAB3,ARPC5L
LINC00936,UBE2D2,PLA2G7,FCGR1A,PKIG,GZMB,ABCC10,OSTC
ARRB2,CCNG1,APOBEC3B,S100A12,CLYBL,PAX5,PDIK1L,MYADM
SPON2,P2RX5,FCRL2,G0S2,EAF2,ADAM28,DHX34,DYNLT1
CD37,ICOS,HAVCR2,DYNLT1,GMPR,RP5-887A10.1,RPS27A,EIF1B
GCA,UBB,SCPEP1,FOSL2,CRIP2,STMN1,C8orf44,CST7
FCGR1A,PLEKHF1,TALDO1,FTL,RIC3,FBXW4,GBGT1,DDT
OSCAR,ATF7IP2,SNX3,TALDO1,CTSS,AC113189.5,ZNF528,UBXN4
ID2,API5,LGALS3,PLBD1,IL8,NEIL1,NOG,ACTR2
LAMTOR1,ATP6V0E2,PYCARD,NAPRT1,GCA,C14orf1,WDR91,GIMAP2
IL1B,SRSF5,GMPR,GSTP1,PITPNM1,RP11-111M22.3,LRIG2,OCIAD1
TNFAIP2,NOL11,HVCN1,FGFBP2,MS4A1,PRSS23,B2M,RAD23A
SNX3,BOLA3,IGLL5,LDLRAP1,C20orf27,SYTL2,ABCB1,GZMA
SNX10,THEM4,MPP1,FGL2,YPEL2,GPR171,PCDH9,EWSR1
BLVRA,NEMF,HLA-DOB,NCF2,SWAP70,CLIC3,TMEM104,RPL22L1
S100A12,IGLL5,TNFSF10,ETHE1,KLHL6,PTPN7,BAG4,CMTM7
C1orf162,XCL1,ZNF467,FCGR2A,ACBD3,PURA,PLD6,MRP63
EAF2,PPP1R2,EAF2,GSTO1,PPBP,TTPAL,TNRC18,KARS
FOLR3,KLRB1,FCGR1B,CCL4,AIM2,ATG16L1,RP11-428G5.5,LGALS2
CNPY3,GPR56,GSTP1,ITM2A,PPP1R14A,FCRL2,ADNP,HLA-DQA1
BTK,KIAA0125,CLEC10A,SAMD3,TMEM14C,CCDC66,TMEM60,CCT4
LAT2,XXbac-BPG299F13.17,RXRA,SMCO4,FCGR1B,RAMP1,BACE2,TNFSF10
FCGR2A,PTPN7,MAL,AKR1C3,TNNI2,PGM2L1,PRUNE,APOBEC3G
TALDO1,CD72,RETN,XCL2,SAT1,KRT1,SENCR,BUB3
IGFBP7,PRSS23,LGALS1,TNFAIP2,CLEC10A,MS4A1,OSBPL7,RNF181
SCPEP1,PTGDR,BLNK,SPON2,CPNE2,ORC2,FOLR3,CLNS1A
GNLY,CISH,CD1C,ABI3,LDLRAP1,LITAF,RHBDD3,IFITM3
C5AR1,RCN2,PHACTR1,RETN,SMARCD3,IL27RA,HEXIM2,NDUFA12
LINC00926,AKTIP,IL1B,GNLY,ELL,POMT1,GIMAP7,SIVA1
ABI3,PKIG,PTAFR,GZMK,LINC00936,CCL4,CLSTN3,RALY
ARPC1B,FCRL6,S100A11,GPR171,CD9,AKR1C3,ICOSLG,VAMP5
IRF8,GNLY,SPIB,OSCAR,RASGRP4,CCND2,ERCC6L2,RER1
PLBD1,LITAF,LINC00936,ZYX,TCL1A,SNHG7,CYP27A1,PCMT1
HVCN1,FAM107B,PLBD1,IL8,TNFSF13B,KLRC1,S100A9,NOL7
FGL2,CYB5B,CD74,FTH1,HLA-DPA1,KLRG1,CD163,HLA-DQB1
SMCO4,GPR183,NRGN,KLRG1,IL1B,ITGB7,RP5-821D11.7,MAF1
TCL1A,ARPC5L,C5AR1,BLVRA,NPC2,LDLRAP1,PAX5,FCGRT
S100A4,APOBEC3G,ARHGAP24,COTL1,CISH,RORA,CRTC1,CD79B
S100A6,FCRLA,CTD-2006K23.1,IFI30,AQP3,P2RX5,FBXW4,GADD45B
CCL4,STMN1,IL8,SH2D1A,NCF2,KLRB1,BCDIN3D,ALKBH7
ASGR1,LIMD2,HLA-DMB,TIGIT,TNFAIP2,SPON2,SMPDL3A,SSBP1
PRF1,GIMAP7,LAT2,MAL,LGALS3,GIMAP5,C2orf76,C9orf142
GZMH,SPON2,SELL,LYAR,SCAPER,METTL8,TANGO6,GZMM
MAFB,CRIP2,HLA-DPA1,GZMH,ARHGAP24,LYAR,C16orf58,CCDC12
FGFBP2,CD96,KIAA0125,SCGB3A1,KCNK6,SAMD3,SYTL2,RNF7
FPR1,GPR171,SAT1,ARRB2,CTD-2006K23.1,PPP1R14A,TMEM87B,ARRB2
GZMB,P2RY10,IGFBP7,TNFRSF25,FCGR2A,ZNF567,BBS2,HLA-DMA
ALDH2,TNFRSF25,CD37,KLRB1,GRN,CLEC10A,MAP3K7CL,LMAN2
TNFSF13B,TRABD2A,HLA-DQA1,FOLR3,ADAP2,FAM107B,PURA,NDUFC2
S100A11,ITGB7,GCA,GIMAP2,CITED4,ZFYVE28,TTPAL,TAPBP
STX11,PASK,HLA-DRB1,ASGR1,CDA,RBM48,RFNG,CD247
COTL1,SELL,G0S2,IGFBP7,ALDH2,GZMH,CR1,FAM96B
APOBEC3A,AKR1C3,CD79B,IGSF6,ICOS,XCL2,RAMP1,NKG7
CCL3,DENND2D,COTL1,ACTB,ZNF467,ZNF626,KRT1,LINC00936
IGSF6,LYAR,FOLR3,TNFSF13B,APOBEC3B,HINT1,KIR3DL2,FUS
FCGRT,XCL2,S100A12,ZAP70,CD19,ACOT13,HEMK1,EIF5
GZMA,TNFRSF4,FCRLA,CORO1B,RPS5,TIGIT,TSC22D1,ABRACL
MS4A1,TIGIT,MS4A1,CCL3,NFIC,FGFBP2,POMT1,GIMAP5
CCL5,CLIC3,PKIG,B2M,RPL8,GNLY,SPIN1,PSMB6
ACTB,SCGB3A1,HLA-DMA,STX11,BLNK,CD160,ABHD17B,PPP1R2
CD79A,SH2D1A,FCGR1A,MAFB,SPIB,GZMK,KLRC1,LAMTOR5
CST7,LINC00926,FGL2,GZMB,RPS4X,TOP1MT,NPHP3,FCN1
GPX1,LDLRAP1,IRF8,C5AR1,RETN,PASK,PJA1,CTSW
CD79B,RORA,TNFAIP2,FPR1,HLA-DPB1,CRIP2,RNF25,TMBIM4-1
MT-CO1,TCL1A,HLA-DQB1,PRF1,RAB34,PTGDR,S100A8,H2AFY
CDA,ZAP70,BTK,APOBEC3A,RP11-18H21.1,GRAP,LTB,DNAJA1
LGALS3,GZMH,FPR1,TYMP,IGSF6,CAPN12,CHPF2,ACAP1
MS4A6A,GZMB,TNFSF13B,AQP3,HOOK2,TCL1A,JAZF1,CHMP4A
NCF2,MS4A1,TCL1A,CCL5,TRABD2A,RIC3,FCGR1B,BLOC1S1
HLA-DMB,RIC3,OSCAR,FCGR3A,FCGR1A,XCL1,CYB561,STK17A
FCGR3A,FGFBP2,FCGRT,MS4A6A,PHACTR1,ZAP70,ELL,LITAF
